uid,cause_nbr,account_nbr,sale_type,status,estimated_surplus,address,city,state,zip,county,parcel_id,auction_date,sale_price,mortgage_balance,first_name,last_name,email,phone
1013285330,202449366,1381540010001,SALE,Cancelled,806869.63,3008 ELYSIAN ST,HOUSTON,TX,77009,Harris County,HARRIS-COUNTY-1381540010001,2026-09-01,878975.0,72105.37,,,,
1012003485,201701921,0720410020050,RESALE,Sold,192297.0,16431 FIRST ST,CHANNELVIEW,TX,77530-4413,Harris County,HARRIS-COUNTY-0720410020050,2026-09-01,212297.0,20000.0,,,,
1011270741,202466911,0731800030560,SALE,Cancelled,61332.96,0 FITCH ST,HOUSTON,TX,77016,Harris County,HARRIS-COUNTY-0731800030560,2026-09-01,63938.0,2605.04,,,,
1011804421,202525611,0804720000012,SALE,Cancelled,144201.78,6619 FLAMINGO DR,HOUSTON,TX,77087-6521,Harris County,HARRIS-COUNTY-0804720000012,2026-09-01,193897.0,49695.22,,,,
1011655722,201075934,0701070160174,SALE,Cancelled,13917.49,3514 GEORGE ST,HOUSTON,TX,77026-2609,Harris County,HARRIS-COUNTY-0701070160174,2026-09-01,32779.0,18861.51,,,,
1011909606,202489729,0332150020001,SALE,Cancelled,646964.63,4100 HULL ST,HOUSTON,TX,77021-4020,Harris County,HARRIS-COUNTY-0332150020001,2026-09-01,680258.0,33293.37,,,,
1007555949,201984005,0191720000009,SALE,Cancelled,36183.42,3206 HUTCHINS ST,HOUSTON,TX,77004,Harris County,HARRIS-COUNTY-0191720000009,2026-09-01,38793.0,2609.58,,,,
1011991818,201984005,0572830220008,SALE,Cancelled,67740.86,4727 IDAHO ST,HOUSTON,TX,77021-5141,Harris County,HARRIS-COUNTY-0572830220008,2026-09-01,68950.0,1209.14,,,,
1014494470,202513538,0730850070107,SALE,Cancelled,215226.88,10905 INVIERNO ST,HOUSTON,TX,77029-2203,Harris County,HARRIS-COUNTY-0730850070107,2026-09-01,242537.0,27310.12,,,,
1012057265,202387925,0162780030019,SALE,Cancelled,495700.99,6008 KNOX ST,HOUSTON,TX,77091-4141,Harris County,HARRIS-COUNTY-0162780030019,2026-09-01,561432.0,65731.01,,,,
1011411379,202455751,0701280050004,SALE,Cancelled,177846.08,109 LEORA AVE,PASADENA,TX,77506-4440,Harris County,HARRIS-COUNTY-0701280050004,2026-09-01,194748.0,16901.92,,,,
1007107669,202211777,0791730180014,SALE,Struck off to Jurisdiction,49644.42,0 LOMALINDA AVE,HOUSTON,TX,77085,Harris County,HARRIS-COUNTY-0791730180014,2026-09-01,60462.0,10817.58,,,,
1007107677,202211777,0791730180015,SALE,Struck off to Jurisdiction,47607.9,0 LOMALINDA AVE,HOUSTON,TX,77085,Harris County,HARRIS-COUNTY-0791730180015,2026-09-01,60462.0,12854.1,,,,
1012142272,202367297,0350080000019,SALE,Struck off to Jurisdiction,108643.17,3517 MARKET ST,HOUSTON,TX,77020-3929,Harris County,HARRIS-COUNTY-0350080000019,2026-09-01,152950.0,44306.83,,,,
1011212019,202367297,0350080000003,SALE,Struck off to Jurisdiction,46995.44,3525 MARKET ST,HOUSTON,TX,77020-3929,Harris County,HARRIS-COUNTY-0350080000003,2026-09-01,109250.0,62254.56,,,,
1011572372,202455751,0771310030015,SALE,Cancelled,177470.43,2214 MARSHALL ST,PASADENA,TX,77506-3007,Harris County,HARRIS-COUNTY-0771310030015,2026-09-01,193147.0,15676.57,,,,
1009634633,202473084,0441560000041,SALE,Cancelled,18177.62,0 MARTIN LUTHER KING DR,HUMBLE,TX,77338,Harris County,HARRIS-COUNTY-0441560000041,2026-09-01,27225.0,9047.38,,,,
1010580392,202440947,0610550080028,SALE,Cancelled,142379.73,735 NEYLAND ST,HOUSTON,TX,77022-4669,Harris County,HARRIS-COUNTY-0610550080028,2026-09-01,184365.0,41985.27,,,,
1011554800,202517796,0823540000022,RESALE,Sold,140601.0,4817 PARADISE LN,HOUSTON,TX,77048-1029,Harris County,HARRIS-COUNTY-0823540000022,2026-09-01,144375.0,3774.0,,,,
1002758489,201015416,0771330080025,SALE,Cancelled,7156.56,4137 PHLOX ST,HOUSTON,TX,77051-2703,Harris County,HARRIS-COUNTY-0771330080025,2026-09-01,26470.0,19313.44,,,,
1011569829,202455751,0771310060028,SALE,Cancelled,192028.55,2311 RAYMOND ST,PASADENA,TX,77506-3040,Harris County,HARRIS-COUNTY-0771310060028,2026-09-01,209128.0,17099.45,,,,
1004562267,202505492,0670750040091,RESALE,Sold,43089.0,4106 REID ST,HOUSTON,TX,77026-1554,Harris County,HARRIS-COUNTY-0670750040091,2026-09-01,47319.0,4230.0,,,,
1015159017,202367381,1404400230001,SALE,Cancelled,3053871.91,4521 SAN FELIPE ST # 3201,HOUSTON,TX,77027,Harris County,HARRIS-COUNTY-1404400230001,2026-09-01,3434680.0,380808.09,,,,
1017355536,202513546,1461400010001,SALE,Cancelled,275984.63,4010 SWINGLE RD,HOUSTON,TX,77047,Harris County,HARRIS-COUNTY-1461400010001,2026-09-01,303634.0,27649.37,,,,
1011888861,202437681,0720760010007,SALE,Cancelled,65833.06,4302 WEAVER RD,HOUSTON,TX,77016-5635,Harris County,HARRIS-COUNTY-0720760010007,2026-09-01,91410.0,25576.94,,,,
1013219962,202176871,1059630040014,RESALE,Sold,135105.0,12329 WINDJAMMER ST,HOUSTON,TX,77072-3241,Harris County,HARRIS-COUNTY-1059630040014,2026-09-01,139771.0,4666.0,,,,
1007978304,202306469,0590970000004,SALE,Cancelled,194028.81,3215 WISCONSIN ST,BAYTOWN,TX,77520-5910,Harris County,HARRIS-COUNTY-0590970000004,2026-09-01,202213.0,8184.19,,,,
1010801186,201404326,0690150060002,SALE,Scheduled for Auction,43287.36,4358 ALVIN ST,HOUSTON,TX,77051,Harris County,HARRIS-COUNTY-0690150060002,2026-10-06,87141.0,43853.64,,,,
1007331470,201923515,0181460000001,RESALE,Scheduled for Auction,114815.41,7502 AMARILLO ST,HOUSTON,TX,77020-7007,Harris County,HARRIS-COUNTY-0181460000001,2026-10-06,120245.0,5429.59,,,,
1010417674,202517839,0964900000020,SALE,Scheduled for Auction,158668.0,13203 AVONELLE LN,HOUSTON,TX,77045-3111,Harris County,HARRIS-COUNTY-0964900000020,2026-10-06,178036.0,19368.0,,,,
1012056511,202406345,1010270000023,SALE,Scheduled for Auction,264038.25,7707 BRAES MEADOW DR,HOUSTON,TX,77071-1402,Harris County,HARRIS-COUNTY-1010270000023,2026-10-06,357427.0,93388.75,,,,
1006935374,202082663,0570680000012,SALE,Scheduled for Auction,99649.79,519 CAPLIN ST,HOUSTON,TX,77022-5551,Harris County,HARRIS-COUNTY-0570680000012,2026-10-06,127194.0,27544.21,,,,
1001893052,202508601,0690630120208,SALE,Scheduled for Auction,182777.46,6305 CAVALCADE ST,HOUSTON,TX,77026-4313,Harris County,HARRIS-COUNTY-0690630120208,2026-10-06,203859.0,21081.54,,,,
1011407586,202525753,0150630000005,SALE,Scheduled for Auction,132146.88,2111 CLEMENTINE ST,HOUSTON,TX,77020-2800,Harris County,HARRIS-COUNTY-0150630000005,2026-10-06,137945.0,5798.12,,,,
1010495344,202427499,0630810040054,SALE,Scheduled for Auction,197966.64,6201 COCHRAN ST,HOUSTON,TX,77022-5720,Harris County,HARRIS-COUNTY-0630810040054,2026-10-06,222176.0,24209.36,,,,
1011655604,202551239,0791610000008,SALE,Scheduled for Auction,73392.04,7110 DARIEN ST,HOUSTON,TX,77028,Harris County,HARRIS-COUNTY-0791610000008,2026-10-06,82419.0,9026.96,,,,
1012082125,202441016,0660430000010,SALE,Scheduled for Auction,116562.36,6203 DEL RIO ST,HOUSTON,TX,77021-1205,Harris County,HARRIS-COUNTY-0660430000010,2026-10-06,346222.0,229659.64,,,,
1011907660,202332436,0833070000096,RESALE,Scheduled for Auction,14147.99,15 DUNNAM PL,KINGWOOD,TX,77345,Harris County,HARRIS-COUNTY-0833070000096,2026-10-06,20139.0,5991.01,,,,
1011406621,202312729,0122200000015,SALE,Scheduled for Auction,197698.23,5327 E HOUSTON RD,HOUSTON,TX,77028-5722,Harris County,HARRIS-COUNTY-0122200000015,2026-10-06,234709.0,37010.77,,,,
1011753249,202439319,0710290070193,SALE,Scheduled for Auction,87662.57,0 E TIDWELL RD,HOUSTON,TX,77016,Harris County,HARRIS-COUNTY-0710290070193,2026-10-06,105216.0,17553.43,,,,
1010231064,201568888,0720160010046,SALE,Scheduled for Auction,46174.76,4114 E TOLIVER ST,HOUSTON,TX,77016-6239,Harris County,HARRIS-COUNTY-0720160010046,2026-10-06,64263.0,18088.24,,,,
1009528501,202000751,0750720070001,SALE,Scheduled for Auction,148837.49,714 E WITCHER LN,HOUSTON,TX,77076-4817,Harris County,HARRIS-COUNTY-0750720070001,2026-10-06,208003.0,59165.51,,,,
1010014289,202060110,0771970030100,SALE,Scheduled for Auction,108684.33,0 GESSNER RD,HOUSTON,TX,77041,Harris County,HARRIS-COUNTY-0771970030100,2026-10-06,132090.0,23405.67,,,,
1011530430,201855919,0790050040048,SALE,Scheduled for Auction,91958.15,7823 GREEN RIVER DR,HOUSTON,TX,77028,Harris County,HARRIS-COUNTY-0790050040048,2026-10-06,110790.0,18831.85,,,,
1011400498,201767269,0450640000132,SALE,Scheduled for Auction,3245590.36,4000 GRIGGS RD # 126,HOUSTON,TX,77021,Harris County,HARRIS-COUNTY-0450640000132,2026-10-06,5900577.0,2654986.64,,,,
1000879340,202593560,1107090000005,SALE,Scheduled for Auction,308341.81,1400 HERMANN DR #2E,HOUSTON,TX,77004,Harris County,HARRIS-COUNTY-1107090000005,2026-10-06,318907.0,10565.19,,,,
1010601972,202432902,0710640090009,SALE,Scheduled for Auction,29854.28,0 HEWRICK,HOUSTON,TX,77020,Harris County,HARRIS-COUNTY-0710640090009,2026-10-06,41200.0,11345.72,,,,
1007667974,202120945,0911370000010,SALE,Scheduled for Auction,75270.22,5774 HIRONDEL ST,HOUSTON,TX,77033-2302,Harris County,HARRIS-COUNTY-0911370000010,2026-10-06,133482.0,58211.78,,,,
1011856501,202593623,0661080100222,SALE,Cancelled,238181.27,4501 HIRSCH RD,HOUSTON,TX,77026-2743,Harris County,HARRIS-COUNTY-0661080100222,2026-10-06,257250.0,19068.73,,,,
1000870441,202581210,0740110000053,SALE,Cancelled,295030.95,507 INNSDALE DR,HOUSTON,TX,77076-4322,Harris County,HARRIS-COUNTY-0740110000053,2026-10-06,313188.0,18157.05,,,,
1010784538,202521411,0611620270007,SALE,Scheduled for Auction,272020.51,2902 ISABELLA ST,HOUSTON,TX,77004-5450,Harris County,HARRIS-COUNTY-0611620270007,2026-10-06,300735.0,28714.49,,,,
1001151292,202589280,0691050060026,SALE,Scheduled for Auction,133357.62,4509 KEYSTONE ST,HOUSTON,TX,77021-3338,Harris County,HARRIS-COUNTY-0691050060026,2026-10-06,143899.0,10541.38,,,,
1011415781,202589280,1094150000006,SALE,Scheduled for Auction,163870.3,4711 KILKENNY DR,HOUSTON,TX,77048-4039,Harris County,HARRIS-COUNTY-1094150000006,2026-10-06,175753.0,11882.7,,,,
1012018128,202257620,0660200000584,RESALE,Scheduled for Auction,4961.0,0 LAVENDER ST,HOUSTON,TX,77016-7024,Harris County,HARRIS-COUNTY-0660200000584,2026-10-06,7040.0,2079.0,,,,
1004300486,202453806,0660210000306,SALE,Scheduled for Auction,58238.41,6522 LAVENDER ST,HOUSTON,TX,77028,Harris County,HARRIS-COUNTY-0660210000306,2026-10-06,68950.0,10711.59,,,,
1000592078,202069926,0760070080113,SALE,Scheduled for Auction,147991.63,4818 LINCOLNSHIRE RD,HOUSTON,TX,77048-4722,Harris County,HARRIS-COUNTY-0760070080113,2026-10-06,175430.0,27438.37,,,,
1007299877,201751037,0862270000017,RESALE,Scheduled for Auction,20308.0,17 MAGNOLIA ST,HUFFMAN,TX,77336-3448,Harris County,HARRIS-COUNTY-0862270000017,2026-10-06,20808.0,500.0,,,,
1012128235,202006751,0690640140242,SALE,Scheduled for Auction,140449.38,4711 MAJESTIC ST,HOUSTON,TX,77026-3135,Harris County,HARRIS-COUNTY-0690640140242,2026-10-06,145002.0,4552.62,,,,
1011972324,202357720,1227930000010,SALE,Scheduled for Auction,261292.56,1615 N MAIN ST,BAYTOWN,TX,77520-2856,Harris County,HARRIS-COUNTY-1227930000010,2026-10-06,273762.0,12469.44,,,,
1011470125,202505414,0710670010002,SALE,Scheduled for Auction,383188.1,0 PERSIMMON ST,HOUSTON,TX,77093,Harris County,HARRIS-COUNTY-0710670010002,2026-10-06,435004.0,51815.9,,,,
1010520968,202154455,1148050080009,SALE,Scheduled for Auction,37917.29,2822 S BARTELL DR APT 9,HOUSTON,TX,77054-1458,Harris County,HARRIS-COUNTY-1148050080009,2026-10-06,44608.0,6690.71,,,,
1006852162,202596781,0370530130018,SALE,Scheduled for Auction,1832511.63,5615 S RICE AVE,HOUSTON,TX,77081-2117,Harris County,HARRIS-COUNTY-0370530130018,2026-10-06,1901823.0,69311.37,,,,
1005759293,202030881,1215250010001,RESALE,Scheduled for Auction,1298893.0,1307 TOWNHOUSE LN,PASADENA,TX,77502-1464,Harris County,HARRIS-COUNTY-1215250010001,2026-10-06,1348893.0,50000.0,,,,
1007178440,202210131,0791590020015,SALE,Scheduled for Auction,156307.32,226 W ROCKY CREEK RD,HOUSTON,TX,77076-2018,Harris County,HARRIS-COUNTY-0791590020015,2026-10-06,159087.0,2779.68,,,,
1007311903,202382756,0181140000007,SALE,Scheduled for Auction,188831.72,7514 WAXAHACHIE ST,HOUSTON,TX,77020,Harris County,HARRIS-COUNTY-0181140000007,2026-10-06,205610.0,16778.28,,,,
