uid,cause_nbr,account_nbr,sale_type,status,estimated_surplus,address,city,state,zip,county,parcel_id,auction_date,sale_price,mortgage_balance,first_name,last_name,email,phone
1003899911,TX-1678,49388,SALE,Sold,21530.4,178 HOUSTON STREET,ZAVALLA,TX,75980,Angelina County,ANGELINA-COUNTY-49388,2026-09-01,27420.0,5889.6,,,,
1004672167,TX-1683,52980,SALE,Struck off to Jurisdiction,698.66,JAMES AVE,LUFKIN,TX,75904,Angelina County,ANGELINA-COUNTY-52980,2026-09-01,1510.0,811.34,,,,
1003878734,TX-1683,56348,SALE,Struck off to Jurisdiction,5806.69,KING RIVER ROAD,LUFKIN,TX,75901,Angelina County,ANGELINA-COUNTY-56348,2026-09-01,8530.0,2723.31,,,,
1004609258,TX-1655,23179,SALE,Cancelled,19337.85,1303 LAKEVIEW STREET,LUFKIN,TX,75904,Angelina County,ANGELINA-COUNTY-23179,2026-09-01,23000.0,3662.15,,,,
1004414515,TX-1655,50953,SALE,Struck off to Jurisdiction,732.67,MARTIN LUTHER KING JR BLVD,LUFKIN,TX,75904,Angelina County,ANGELINA-COUNTY-50953,2026-09-01,1370.0,637.33,,,,
1003870536,TX-1615,52054,SALE,Sold,19708.94,1507 MAY ST,LUFKIN,TX,75901-0801,Angelina County,ANGELINA-COUNTY-52054,2026-09-01,34440.0,14731.06,,,,
1004300704,TX-1661,13340,SALE,Struck off to Jurisdiction,12278.42,OAKWOOD DRIVE,LUFKIN,TX,75901,Angelina County,ANGELINA-COUNTY-13340,2026-09-01,17210.0,4931.58,,,,
1004417334,TX-1248,61048,SALE,Sold,85262.27,114 OKLAHOMA STREET,HUNTINGTON,TX,75949,Angelina County,ANGELINA-COUNTY-61048,2026-09-01,121990.0,36727.73,,,,
1013532515,TX-1683,56575,SALE,Struck off to Jurisdiction,1337.35,SABINE CIRCE,LUFKIN,TX,75902,Angelina County,ANGELINA-COUNTY-56575,2026-09-01,2160.0,822.65,,,,
1004375635,TX-1663,56571,SALE,Struck off to Jurisdiction,2157.22,SABINE CIRCLE,LUFKIN,TX,75901,Angelina County,ANGELINA-COUNTY-56571,2026-09-01,4880.0,2722.78,,,,
1013532513,TX-1683,56569,SALE,Struck off to Jurisdiction,3353.6,SABINE CIRCLE,LUFKIN,TX,75904,Angelina County,ANGELINA-COUNTY-56569,2026-09-01,4880.0,1526.4,,,,
1004608312,TX-1655,51902,SALE,Cancelled,36104.78,1215 SAYERS STREET,LUFKIN,TX,75904,Angelina County,ANGELINA-COUNTY-51902,2026-09-01,45470.0,9365.22,,,,
1004205537,TX-1672,28970,SALE,Cancelled,18273.32,SHADY PINE STREET,LUFKIN,TX,75901,Angelina County,ANGELINA-COUNTY-28970,2026-09-01,21100.0,2826.68,,,,
1004672525,TX-1683,57918,SALE,Struck off to Jurisdiction,639.7,SMITH STREET,LUFKIN,TX,75904,Angelina County,ANGELINA-COUNTY-57918,2026-09-01,1560.0,920.3,,,,
1004147005,TX-1725,73926,SALE,Cancelled,12584.93,511 WALTERS ST,LUFKIN,TX,75901-5007,Angelina County,ANGELINA-COUNTY-73926,2026-09-01,16520.0,3935.07,,,,
1016264859,TX-1655,143776,SALE,Struck off to Jurisdiction,15908.61,WEAVER STREET,LUFKIN,TX,75904,Angelina County,ANGELINA-COUNTY-143776,2026-09-01,18770.0,2861.39,,,,
1004672194,TX-1683,53177,SALE,Struck off to Jurisdiction,604.23,WILSON ALLEY,LUFKIN,TX,75904,Angelina County,ANGELINA-COUNTY-53177,2026-09-01,1390.0,785.77,,,,
1003994514,TX-1672,51182,SALE,Cancelled,18120.29,1615 WOOD AVE,LUFKIN,TX,75901-5079,Angelina County,ANGELINA-COUNTY-51182,2026-09-01,20460.0,2339.71,,,,
1005817405,2022TA100455,072190840040,SALE,Cancelled,155390.23,926 ALAMETOS,SAN ANTONIO,TX,78201-3001,Bexar County,BEXAR-COUNTY-072190840040,2026-09-01,160660.0,5269.77,,,,
1000517680,2022TA100496,079240020370,SALE,Cancelled,69759.72,1251 CHALMERS AVE,SAN ANTONIO,TX,78211-1615,Bexar County,BEXAR-COUNTY-079240020370,2026-09-01,122580.0,52820.28,,,,
1001420393,2021TA101210,032890210030,SALE,Struck off to Jurisdiction,58474.47,310 E DREXEL AVE,SAN ANTONIO,TX,78210-3094,Bexar County,BEXAR-COUNTY-032890210030,2026-09-01,161940.0,103465.53,,,,
1001591535,2022TA100483,015540040150,SALE,Cancelled,124995.11,111 F ST,SAN ANTONIO,TX,78210-2614,Bexar County,BEXAR-COUNTY-015540040150,2026-09-01,151840.0,26844.89,,,,
1001170406,2022TA101370,174240170140,SALE,Cancelled,442510.91,14932 FORWARD PASS,SAN ANTONIO,TX,78248-0915,Bexar County,BEXAR-COUNTY-174240170140,2026-09-01,462480.0,19969.09,,,,
1006462917,2021TA100099,034230180300,SALE,Struck off to Jurisdiction,163848.74,415 HEARNE AVE,SAN ANTONIO,TX,78225-1647,Bexar County,BEXAR-COUNTY-034230180300,2026-09-01,236300.0,72451.26,,,,
1001456428,2021TA100345,090330090120,SALE,Sold,122466.1,605 LINARES ST,SAN ANTONIO,TX,78225-1329,Bexar County,BEXAR-COUNTY-090330090120,2026-09-01,139670.0,17203.9,,,,
1006519383,2019TA100098,098080000060,SALE,Sold,102937.69,3320 LINN RD,SAN ANTONIO,TX,78223-3863,Bexar County,BEXAR-COUNTY-098080000060,2026-09-01,138280.0,35342.31,,,,
1003251312,2025TA100194,016200210010,SALE,Cancelled,225107.37,409 NOPAL ST,SAN ANTONIO,TX,78210-2341,Bexar County,BEXAR-COUNTY-016200210010,2026-09-01,237120.0,12012.63,,,,
1004422083,2013TA100758,103020020171,SALE,Struck off to Jurisdiction,72549.84,719 SEWANEE ST,SAN ANTONIO,TX,78210-3338,Bexar County,BEXAR-COUNTY-103020020171,2026-09-01,130310.0,57760.16,,,,
1005499420,2016TA101132,159840150490,SALE,Sold,73495.92,8423 STANDING ROCK ST,SAN ANTONIO,TX,78242-2817,Bexar County,BEXAR-COUNTY-159840150490,2026-09-01,106540.0,33044.08,,,,
1003120895,2020TA102055,106390050090,SALE,Struck off to Jurisdiction,30096.32,142 STOLNET ST,SAN ANTONIO,TX,78220-1702,Bexar County,BEXAR-COUNTY-106390050090,2026-09-01,123970.0,93873.68,,,,
1003998770,2021TA101124,089150190040,SALE,Cancelled,85181.1,314 WILCOX AVE,SAN ANTONIO,TX,78211-2322,Bexar County,BEXAR-COUNTY-089150190040,2026-09-01,101940.0,16758.9,,,,
1000787462,2015TA103095,095580080150,SALE,Struck off to Jurisdiction,106129.74,647 YUCCA ST,SAN ANTONIO,TX,78220-4033,Bexar County,BEXAR-COUNTY-095580080150,2026-09-01,171310.0,65180.26,,,,
1000842656,CV24-260,R11207,SALE,Scheduled for Auction,140367.49,404 KIDD ST.,IREDELL,TX,76649,Bosque County,BOSQUE-COUNTY-R11207,2026-10-06,150666.0,10298.51,,,,
1004173109,DCTAX-24-0117,25840,SALE,Scheduled for Online Auction,22851.0,507 LAMAR ST,LULING,TX,78648-1911,Caldwell County,CALDWELL-COUNTY-25840,2026-10-06,38800.0,15949.0,,,,
1006930250,2022-DCL-03214,7697500010002000,SALE,Cancelled,209593.0,27939 BEAN RD,SAN BENITO,TX,78586-9128,Cameron County,CAMERON-COUNTY-7697500010002000,2026-09-01,270138.0,60545.0,,,,
1007705770,2024-DCL-02917,9786400030038000,SALE,Cancelled,57207.0,18228 BOWIE AVE,HARLINGEN,TX,78552-5109,Cameron County,CAMERON-COUNTY-9786400030038000,2026-09-01,63812.0,6605.0,,,,
1013150044,2025-DCL-01278,5207100010210200,SALE,Cancelled,152142.0,2103 EL DORADO AVE,RANCHO VIEJO,TX,78575-9670,Cameron County,CAMERON-COUNTY-5207100010210200,2026-09-01,178172.0,26030.0,,,,
1006650742,2025-DCL-02469,1880200000064100,SALE,Sold,39408.0,214 OREGON ST,HARLINGEN,TX,78550,Cameron County,CAMERON-COUNTY-1880200000064100,2026-09-01,47013.0,7605.0,,,,
1008264245,2024-DCL-04133,4500000500004000,SALE,Sold,62151.0,6994 SANTOS GUTIERREZ RD,LOS FRESNOS,TX,78566,Cameron County,CAMERON-COUNTY-4500000500004000,2026-09-01,73846.0,11695.0,,,,
1008342697,2024-DCL-06326,9396400030021000,SALE,Struck off to Jurisdiction,20620.0,00000 STATE PARK RD,SOUTH PADRE ISLAND,TX,78597,Cameron County,CAMERON-COUNTY-9396400030021000,2026-09-01,28990.0,8370.0,,,,
1008634720,2024-DCL-07570,1592400030010000,SALE,Cancelled,71464.0,1109 W JOHNSON ST,HARLINGEN,TX,78550-6389,Cameron County,CAMERON-COUNTY-1592400030010000,2026-09-01,87164.0,15700.0,,,,
1015703689,2025-DCL-00023,6702300010010300,SALE,Cancelled,328230.0,109 W TARPON ST APT 103,SOUTH PADRE ISLA,TX,78597-6852,Cameron County,CAMERON-COUNTY-6702300010010300,2026-09-01,350640.0,22410.0,,,,
1003459876,TS-22-00778,13377,RESALE,Sold,7051.5,CR 2121,PITTSBURG,TX,75686,Camp County,CAMP-COUNTY-13377,2026-09-01,7835.0,783.5,,,,
1003404161,TS-20-00584,20034,RESALE,Sold,22698.9,CR 3324,PITTSBURG,TX,75686,Camp County,CAMP-COUNTY-20034,2026-09-01,25221.0,2522.1,,,,
1003442596,TS-20-00596,415,RESALE,Struck off to Jurisdiction,16405.2,CYPRESS,PITTSBURG,TX,75686,Camp County,CAMP-COUNTY-415,2026-09-01,18228.0,1822.8,,,,
1003448620,TS-18-00438,14400,RESALE,Sold,1548.0,PR 52032,PITTSBURG,TX,75686,Camp County,CAMP-COUNTY-14400,2026-09-01,1720.0,172.0,,,,
1015536842,CV25-01056,2460-026-00020-000,SALE,Scheduled for Auction,81267.0,116 BRUSH ST.,COLEMAN,TX,76834,Coleman County,COLEMAN-COUNTY-2460-026-00020-000,2026-10-06,87250.0,5983.0,,,,
1003963612,CV25-01016,2290-010-00060-026,SALE,Scheduled for Auction,26814.0,805 E 4TH ST,COLEMAN,TX,76834,Coleman County,COLEMAN-COUNTY-2290-010-00060-026,2026-10-06,28820.0,2006.0,,,,
1003919135,CV24-01125,2700-003-00110-000,SALE,Scheduled for Auction,2152.0,800 E. 1ST ST.,COLEMAN,TX,76834,Coleman County,COLEMAN-COUNTY-2700-003-00110-000,2026-10-06,3930.0,1778.0,,,,
1003718834,CV24-01097,2010-003-00050-000,SALE,Scheduled for Auction,20495.0,232 MOUNTAIN ST.,BURKETT,TX,76828,Coleman County,COLEMAN-COUNTY-2010-003-00050-000,2026-10-06,23750.0,3255.0,,,,
1015097569,CV25-01066,0177-095-00030-002,SALE,Scheduled for Auction,121540.0,1144 PRIVATE ROAD 2563,GOULDBUSK,TX,76845,Coleman County,COLEMAN-COUNTY-0177-095-00030-002,2026-10-06,126000.0,4460.0,,,,
1003936845,CV21-01040,2990-008-00010-000,SALE,Scheduled for Auction,12976.0,806 S. 8TH ST.,SANTA ANNA,TX,76878,Coleman County,COLEMAN-COUNTY-2990-008-00010-000,2026-10-06,17000.0,4024.0,,,,
1003936886,CV21-01040,2990-009-00010-000,SALE,Scheduled for Auction,84226.0,908 S. 8TH ST.,SANTA ANNA,TX,76878,Coleman County,COLEMAN-COUNTY-2990-009-00010-000,2026-10-06,94220.0,9994.0,,,,
1003870923,CV24-01142,2880-041-00010-000,SALE,Scheduled for Auction,29755.0,901 S. SANTA FE AVE,SANTA ANNA,TX,76878,Coleman County,COLEMAN-COUNTY-2880-041-00010-000,2026-10-06,38580.0,8825.0,,,,
1015902370,DTX-25-04974,PR22-39,SALE,Scheduled for Auction,63.67,20070 EDGAR RD,PAINT ROCK,TX,76866,Concho County,CONCHO-COUNTY-PR22-39,2026-10-06,1780.0,1716.33,,,,
1011143097,TX-23-00042,00000172327000000,SALE,Struck off to Jurisdiction,25753.79,3928 ATLANTA ST,DALLAS,TX,75215-3842,Dallas County,DALLAS-COUNTY-00000172327000000,2026-09-01,72740.0,46986.21,,,,
1011227345,TX-24-00748,00000539851000000,SALE,Cancelled,234125.05,2221 BERGSTROM DR,DALLAS,TX,75227-8710,Dallas County,DALLAS-COUNTY-00000539851000000,2026-09-01,269200.0,35074.95,,,,
1011055418,TX-24-00667,381574200Q0540000,SALE,Cancelled,258830.52,822 BIG THICKET TRL,MESQUITE,TX,75149-2572,Dallas County,DALLAS-COUNTY-381574200Q0540000,2026-09-01,329520.0,70689.48,,,,
1013882418,TX-24-02049,00000148159000000,SALE,Cancelled,268131.29,2509 BIRMINGHAM AVE,DALLAS,TX,75215-2962,Dallas County,DALLAS-COUNTY-00000148159000000,2026-09-01,282630.0,14498.71,,,,
1011266425,TX-24-01848,00000446632000000,SALE,Cancelled,110644.93,4840 BISMARK DR,DALLAS,TX,75216-7713,Dallas County,DALLAS-COUNTY-00000446632000000,2026-09-01,151360.0,40715.07,,,,
1013723904,TX-25-00082,26047150010190000,SALE,Sold,242243.57,3339 BRIAROAKS DR,GARLAND,TX,75044-7358,Dallas County,DALLAS-COUNTY-26047150010190000,2026-09-01,266240.0,23996.43,,,,
1011328140,TX-23-00379,00000320935000000,SALE,Sold,175511.75,1022 CHALMERS ST,DALLAS,TX,75211-5342,Dallas County,DALLAS-COUNTY-00000320935000000,2026-09-01,273820.0,98308.25,,,,
1011005753,TX-22-01626,00000285619000000,SALE,Cancelled,30597.22,1616 E LOUISIANA AVE,DALLAS,TX,75203,Dallas County,DALLAS-COUNTY-00000285619000000,2026-09-01,70000.0,39402.78,,,,
1011355307,TX-23-02084,00000324253000000,SALE,Sold,116204.71,"3903 ELSIE FAYE HEGGINS ST., DALLAS, TX",DALLAS,TX,75210-2816,Dallas County,DALLAS-COUNTY-00000324253000000,2026-09-01,153220.0,37015.29,,,,
1009631082,TX-25-01403,0061270S000350000,SALE,Sold,49560.38,6423 EVERGLADE RD,DALLAS,TX,75227,Dallas County,DALLAS-COUNTY-0061270S000350000,2026-09-01,70000.0,20439.62,,,,
1009631093,TX-25-01403,0061270S000370000,SALE,Sold,48214.07,6431 EVERGLADE RD,DALLAS,TX,75227,Dallas County,DALLAS-COUNTY-0061270S000370000,2026-09-01,70000.0,21785.93,,,,
1010299329,TX-25-01558,00000178972000000,SALE,Cancelled,36814.52,2704 HECTOR ST,DALLAS,TX,75210-2044,Dallas County,DALLAS-COUNTY-00000178972000000,2026-09-01,53790.0,16975.48,,,,
1010479264,TX-22-00212,00000757285000000,SALE,Cancelled,13571.51,8327 HONEYSUCKLE LN,DALLAS,TX,75241-6826,Dallas County,DALLAS-COUNTY-00000757285000000,2026-09-01,50000.0,36428.49,,,,
1011639474,TX-25-01122,00000697129000000,SALE,Cancelled,114333.28,2727 JIM ST,DALLAS,TX,75212-4333,Dallas County,DALLAS-COUNTY-00000697129000000,2026-09-01,132790.0,18456.72,,,,
1009338769,TX-23-00638,00000478981000000,SALE,Sold,106213.87,3627 MARYLAND AVE,DALLAS,TX,75216-5909,Dallas County,DALLAS-COUNTY-00000478981000000,2026-09-01,183610.0,77396.13,,,,
1011403371,TX-23-00157,00000454534000000,SALE,Sold,204587.25,2207 MILLERMORE ST,DALLAS,TX,75216-3322,Dallas County,DALLAS-COUNTY-00000454534000000,2026-09-01,314280.0,109692.75,,,,
1011657738,TX-23-01207,00000333145000000,SALE,Cancelled,121522.77,2223 ROCKEFELLER BLVD,DALLAS,TX,75203-2035,Dallas County,DALLAS-COUNTY-00000333145000000,2026-09-01,165110.0,43587.23,,,,
1011425851,TX-22-01297,00000640837000000,SALE,Cancelled,15848.93,6622 S LANCASTER RD,DALLAS,TX,75241,Dallas County,DALLAS-COUNTY-00000640837000000,2026-09-01,32500.0,16651.07,,,,
1010603669,TX-22-01499,00000541402000000,SALE,Cancelled,8538.38,2703 SANTA CRUZ DR,DALLAS,TX,75227,Dallas County,DALLAS-COUNTY-00000541402000000,2026-09-01,28000.0,19461.62,,,,
1010456946,TX-24-01370,00000182032000000,SALE,Cancelled,462541.91,701 SKILLMAN ST,DALLAS,TX,75214-4631,Dallas County,DALLAS-COUNTY-00000182032000000,2026-09-01,568410.0,105868.09,,,,
1011448030,TX-24-00640,00000336424000000,SALE,Cancelled,176347.3,1818 SOMERSET AVE,DALLAS,TX,75203-4234,Dallas County,DALLAS-COUNTY-00000336424000000,2026-09-01,198370.0,22022.7,,,,
1013828353,TX-24-01032,00000565699000000,SALE,Cancelled,141920.64,8722 STONEHURST ST,DALLAS,TX,75217-2255,Dallas County,DALLAS-COUNTY-00000565699000000,2026-09-01,195910.0,53989.36,,,,
1013038181,TX-25-01148,00000504937000000,SALE,Cancelled,157974.7,2314 STOVALL DR,DALLAS,TX,75216-4625,Dallas County,DALLAS-COUNTY-00000504937000000,2026-09-01,180700.0,22725.3,,,,
1011158607,TX-22-01705,00000177142000000,SALE,Cancelled,73890.88,3100 TUSKEGEE ST,DALLAS,TX,75215-3938,Dallas County,DALLAS-COUNTY-00000177142000000,2026-09-01,114030.0,40139.12,,,,
1010047541,TX-22-01413,00000223069000000,SALE,Cancelled,202156.55,6826 VICTORIA AVE,DALLAS,TX,75209-3615,Dallas County,DALLAS-COUNTY-00000223069000000,2026-09-01,437820.0,235663.45,,,,
1011127761,TX-23-01219,00000521020000000,SALE,Cancelled,177034.3,9838 WEBB CHAPEL RD,DALLAS,TX,75220-3444,Dallas County,DALLAS-COUNTY-00000521020000000,2026-09-01,272930.0,95895.7,,,,
1010510834,TX-23-00171,00000310216000000,SALE,Scheduled for Online Auction,105892.07,2715 ALASKA AVE,DALLAS,TX,75216-3055,Dallas County,DALLAS-COUNTY-00000310216000000,2026-10-06,126150.0,20257.93,,,,
1011305616,TX-24-02070,00000634696000000,SALE,Scheduled for Online Auction,130974.84,2210 ARDEN RD,DALLAS,TX,75241-1444,Dallas County,DALLAS-COUNTY-00000634696000000,2026-10-06,155710.0,24735.16,,,,
1011197196,TX-23-01049,00000304711000000,SALE,Scheduled for Online Auction,9379.07,2947 ARIZONA AVE,DALLAS,TX,75216-4223,Dallas County,DALLAS-COUNTY-00000304711000000,2026-10-06,85000.0,75620.93,,,,
1010874651,TX-22-01199,32127710020390000,SALE,Scheduled for Online Auction,204906.7,105 BRENTWOOD CT,IRVING,TX,75061-2954,Dallas County,DALLAS-COUNTY-32127710020390000,2026-10-06,247000.0,42093.3,,,,
1010884507,TX-23-00102,38136500140090000,SALE,Scheduled for Online Auction,98326.52,1600 BUENA VISTA ST,MESQUITE,TX,75149-2227,Dallas County,DALLAS-COUNTY-38136500140090000,2026-10-06,196360.0,98033.48,,,,
1010856651,TX-24-00661,20032500050040000,SALE,Scheduled for Online Auction,164553.87,403 CINDY WAY,DESOTO,TX,75115-5019,Dallas County,DALLAS-COUNTY-20032500050040000,2026-10-06,241520.0,76966.13,,,,
1011015662,TX-25-00550,381535800U0060000,SALE,Scheduled for Online Auction,297285.59,1914 CORDIA DR,MESQUITE,TX,75149-6640,Dallas County,DALLAS-COUNTY-381535800U0060000,2026-10-06,339510.0,42224.41,,,,
1010651798,TX-24-00383,00000268282000000,SALE,Scheduled for Online Auction,154934.13,1034 CUMBERLAND ST,DALLAS,TX,75203-2828,Dallas County,DALLAS-COUNTY-00000268282000000,2026-10-06,188490.0,33555.87,,,,
1013823861,TX-25-01215,00000388813000000,SALE,Scheduled for Online Auction,211446.11,10470 DUNAWAY DR,DALLAS,TX,75228-2746,Dallas County,DALLAS-COUNTY-00000388813000000,2026-10-06,222690.0,11243.89,,,,
1011263849,TX-25-00261,00000344383000000,SALE,Scheduled for Online Auction,137065.8,1331 EXETER AVE,DALLAS,TX,75216-6210,Dallas County,DALLAS-COUNTY-00000344383000000,2026-10-06,181280.0,44214.2,,,,
1010643307,TX-23-01281,36073500030070000,SALE,Scheduled for Online Auction,213528.47,2612 GERRY WAY ST,LANCASTER,TX,75134-2334,Dallas County,DALLAS-COUNTY-36073500030070000,2026-10-06,269460.0,55931.53,,,,
1011144920,TX-24-00818,12073500090350000,SALE,Scheduled for Online Auction,150498.46,14107 HORSESHOE TRL,BALCH SPRINGS,TX,75180-4155,Dallas County,DALLAS-COUNTY-12073500090350000,2026-10-06,186020.0,35521.54,,,,
1009963929,TX-25-01609,006095000C0530300,SALE,Scheduled for Online Auction,110254.75,4006 KOLLOCH DR,DALLAS,TX,75216-3936,Dallas County,DALLAS-COUNTY-006095000C0530300,2026-10-06,129720.0,19465.25,,,,
1011049428,TX-23-00024,32354500060060000,SALE,Cancelled,178485.58,2712 LARAMIE ST,IRVING,TX,75062-7212,Dallas County,DALLAS-COUNTY-32354500060060000,2026-10-06,203360.0,24874.42,,,,
1010646368,TX-25-01127,00000305986000000,SALE,Cancelled,170337.61,2918 MARYLAND AVE,DALLAS,TX,75216-4332,Dallas County,DALLAS-COUNTY-00000305986000000,2026-10-06,180590.0,10252.39,,,,
1011261912,TX-22-01249,00000445150000000,SALE,Cancelled,17387.61,3018 MCNEIL ST,DALLAS,TX,75227,Dallas County,DALLAS-COUNTY-00000445150000000,2026-10-06,22500.0,5112.39,,,,
1010772163,TX-23-01296,007748000A0040000,SALE,Scheduled for Online Auction,28322.97,11970 N CENTRAL EXPY,DALLAS,TX,75243-3768,Dallas County,DALLAS-COUNTY-007748000A0040000,2026-10-06,30000.0,1677.03,,,,
1010772167,TX-23-01296,007748000A0060000,SALE,Scheduled for Online Auction,18881.97,11996 N CENTRAL EXPY,DALLAS,TX,75243,Dallas County,DALLAS-COUNTY-007748000A0060000,2026-10-06,20000.0,1118.03,,,,
1010841100,TX-23-01078,00688900060030000,SALE,Scheduled for Online Auction,122700.51,2710 PALL MALL AVE,DALLAS,TX,75241-3934,Dallas County,DALLAS-COUNTY-00688900060030000,2026-10-06,145350.0,22649.49,,,,
1013782983,TX-23-01681,16006650000S01013,SALE,Cancelled,121784.44,1013 PARKWAY TER BLDG S UNIT 1013,CEDAR HILL,TX,75104-4761,Dallas County,DALLAS-COUNTY-16006650000S01013,2026-10-06,135270.0,13485.56,,,,
1010622111,TX-22-01155,00000780151500000,SALE,Scheduled for Online Auction,16330.54,5428 RAILROAD AVE,DALLAS,TX,75210,Dallas County,DALLAS-COUNTY-00000780151500000,2026-10-06,44000.0,27669.46,,,,
1011578840,TX-24-01916,00000654703000000,SALE,Scheduled for Online Auction,40558.89,5826 S COCKRELL HILL RD,DALLAS,TX,75236,Dallas County,DALLAS-COUNTY-00000654703000000,2026-10-06,84000.0,43441.11,,,,
1010363412,TX-24-00697,65038908010160100,SALE,Scheduled for Online Auction,18761.08,340 S HOUSTON SCHOOL RD,LANCASTER,TX,75146,Dallas County,DALLAS-COUNTY-65038908010160100,2026-10-06,28310.0,9548.92,,,,
1009445570,TX-24-00686,00256400220320000,SALE,Scheduled for Online Auction,3454.96,2439 SAINT CLAIR DR,DALLAS,TX,75215,Dallas County,DALLAS-COUNTY-00256400220320000,2026-10-06,13510.0,10055.04,,,,
1009895104,TX-23-00958,60018500030280000,SALE,Scheduled for Online Auction,25641.28,3111 SHERWOOD AVE,LANCASTER,TX,75134,Dallas County,DALLAS-COUNTY-60018500030280000,2026-10-06,48000.0,22358.72,,,,
1009880368,TX-23-00181,600085000A0040000,SALE,Scheduled for Online Auction,44757.82,113 STANFIELD ST,MESQUITE,TX,75181-3207,Dallas County,DALLAS-COUNTY-600085000A0040000,2026-10-06,66930.0,22172.18,,,,
1011298298,TX-22-00009,00000189658000000,SALE,Scheduled for Online Auction,26704.81,2803 TANNER ST,DALLAS,TX,75215,Dallas County,DALLAS-COUNTY-00000189658000000,2026-10-06,50000.0,23295.19,,,,
1010528561,TX-23-02148,00000225070000000,SALE,Scheduled for Online Auction,101181.75,3525 TERRELL ST,DALLAS,TX,75223-3551,Dallas County,DALLAS-COUNTY-00000225070000000,2026-10-06,134900.0,33718.25,,,,
1011129795,TX-23-02150,00000478120000000,SALE,Scheduled for Online Auction,148797.53,3322 UTAH AVE,DALLAS,TX,75216-5234,Dallas County,DALLAS-COUNTY-00000478120000000,2026-10-06,174800.0,26002.47,,,,
1010797611,TX-24-00164,00000283570000000,SALE,Scheduled for Online Auction,59254.57,815 VERMONT AVE.,DALLAS,TX,75216,Dallas County,DALLAS-COUNTY-00000283570000000,2026-10-06,119800.0,60545.43,,,,
1010379132,TX-24-00154,00000450172000000,SALE,Scheduled for Online Auction,212296.84,2522 WILHURT AVE,DALLAS,TX,75216-6512,Dallas County,DALLAS-COUNTY-00000450172000000,2026-10-06,246150.0,33853.16,,,,
1000944064,5013,20500016000201,SALE,Cancelled,16752.68,751 E SAN ANTONIO AVE,COOPER,TX,75432,Delta County,DELTA-COUNTY-20500016000201,2026-09-01,18210.0,1457.32,,,,
1000953087,5013,20500017000101,SALE,Cancelled,177256.45,401 SE 7TH ST,COOPER,TX,75432-2941,Delta County,DELTA-COUNTY-20500017000101,2026-09-01,185340.0,8083.55,,,,
1004716470,2024DTX0396,M79499903302500,SALE,Cancelled,116791.0,3713 MONROE AVE,EL PASO,TX,79930-5707,El Paso County,EL-PASO-COUNTY-M79499903302500,2026-09-01,182111.0,65320.0,,,,
1001648245,2022DTX1446,G68699910205600,SALE,Sold,83054.0,3924 MOUNTAIN AVE,EL PASO,TX,79930-6324,El Paso County,EL-PASO-COUNTY-G68699910205600,2026-09-01,107717.0,24663.0,,,,
